CustomerID,CustomerName,Segment,Tier,FirstPurchaseDate,LastPurchaseDate,TotalPurchaseValue,NumberOfOrders,AvgOrderValue,PreferredChannel,Region,Country
C1447,Retail_Customer_1447,Retail,Bronze,2022-02-26,2023-01-20,1599.04,2,799.52,Online,North America,Canada
C1448,Retail_Customer_1448,Retail,Bronze,2022-11-04,2023-11-28,1829.83,4,457.46,Retail Store,Asia Pacific,France
C1449,SMB_Customer_1449,SMB,Bronze,2022-02-18,2024-12-11,827.88,3,275.96,Online,North America,Canada
C1450,Retail_Customer_1450,Retail,Bronze,2022-04-26,2024-05-16,1587.01,2,793.5,Corporate,North America,Mexico
C1451,SMB_Customer_1451,SMB,Bronze,2023-04-24,2024-01-24,513.44,2,256.72,Distributor,Asia Pacific,Japan
C1452,Retail_Customer_1452,Retail,Silver,2022-01-23,2024-07-27,12074.95,7,1724.99,Online,Asia Pacific,Australia
C1453,SMB_Customer_1453,SMB,Bronze,2023-04-28,2024-04-24,903.05,3,301.02,Online,North America,USA
C1454,Retail_Customer_1454,Retail,Bronze,2022-05-05,2024-10-03,3596.05,6,599.34,Online,North America,Canada
C1455,SMB_Customer_1455,SMB,Bronze,2022-01-07,2023-08-01,1478.1,2,739.05,Online,Europe,Germany
C1456,SMB_Customer_1456,SMB,Bronze,2022-02-28,2024-04-20,1044.32,4,261.08,Distributor,Europe,France
C1457,Enterprise_Customer_1457,Enterprise,Bronze,2022-09-13,2024-09-22,2245.5,6,374.25,Online,North America,Canada
C1458,Retail_Customer_1458,Retail,Bronze,2022-12-15,2023-06-10,163.16,2,81.58,Distributor,Asia Pacific,Canada
C1459,Retail_Customer_1459,Retail,Bronze,2023-03-18,2024-01-15,1245.72,3,415.24,Online,Asia Pacific,China
C1460,SMB_Customer_1460,SMB,Bronze,2022-01-27,2024-01-28,4508.07,2,2254.04,Online,Asia Pacific,China
C1461,Retail_Customer_1461,Retail,Bronze,2022-04-01,2022-07-08,4704.73,4,1176.18,Online,North America,Mexico
C1462,Enterprise_Customer_1462,Enterprise,Silver,2022-10-23,2024-10-28,7111.66,4,1777.91,Online,North America,Canada
C1463,SMB_Customer_1463,SMB,Bronze,2023-11-09,2024-11-24,591.71,4,147.93,Online,North America,Germany
C1464,Government_Customer_1464,Government,Bronze,2022-01-22,2024-06-20,1089.41,3,363.14,Online,Europe,Italy
C1465,Retail_Customer_1465,Retail,Bronze,2022-06-02,2023-03-03,759.2,3,253.07,Corporate,Asia Pacific,Canada
C1466,Enterprise_Customer_1466,Enterprise,Bronze,2022-01-09,2024-05-18,3896.48,5,779.3,Corporate,North America,Mexico
C1467,SMB_Customer_1467,SMB,Bronze,2023-07-06,2023-09-13,589.77,2,294.88,Distributor,Europe,Germany
C1468,Retail_Customer_1468,Retail,Bronze,2022-09-22,2022-12-26,1028.4,2,514.2,Online,North America,Mexico
C1469,Enterprise_Customer_1469,Enterprise,Bronze,2023-09-04,2024-12-31,2172.36,2,1086.18,Online,Europe,Italy
C1470,Enterprise_Customer_1470,Enterprise,Bronze,2022-06-13,2024-03-05,3511.76,3,1170.59,Distributor,North America,Mexico
C1471,Enterprise_Customer_1471,Enterprise,Bronze,2022-11-01,2023-05-26,606.3,2,303.15,Online,Asia Pacific,Mexico
C1472,Retail_Customer_1472,Retail,Bronze,2022-05-13,2024-02-14,1159.53,4,289.88,Online,Europe,Australia
C1473,Enterprise_Customer_1473,Enterprise,Bronze,2023-06-27,2023-06-27,631.28,1,631.28,Retail Store,North America,USA
C1474,Retail_Customer_1474,Retail,Silver,2022-08-16,2024-12-30,10417.38,3,3472.46,Distributor,North America,Canada
C1475,Enterprise_Customer_1475,Enterprise,Bronze,2022-09-14,2024-07-13,1026.65,3,342.22,Retail Store,North America,Canada
C1476,Government_Customer_1476,Government,Bronze,2022-08-28,2023-09-05,1833.23,4,458.31,Online,North America,Canada
C1477,Retail_Customer_1477,Retail,Bronze,2022-03-25,2024-05-01,3325.6,2,1662.8,Retail Store,Asia Pacific,Canada
C1478,Retail_Customer_1478,Retail,Bronze,2024-04-08,2024-11-29,2041.79,3,680.6,Online,North America,USA
C1479,SMB_Customer_1479,SMB,Bronze,2023-03-26,2024-09-01,1669.9,4,417.48,Distributor,North America,USA
C1480,Enterprise_Customer_1480,Enterprise,Bronze,2024-01-08,2024-09-04,1747.9,3,582.63,Online,Europe,France
C1481,Retail_Customer_1481,Retail,Bronze,2022-05-02,2024-06-11,4507.21,4,1126.8,Online,North America,Canada
C1482,Enterprise_Customer_1482,Enterprise,Bronze,2023-09-28,2023-11-28,902.6,2,451.3,Corporate,Asia Pacific,Japan
C1483,SMB_Customer_1483,SMB,Bronze,2022-06-21,2024-10-11,3218.46,4,804.62,Distributor,North America,USA
C1484,Retail_Customer_1484,Retail,Silver,2022-02-23,2024-10-17,5964.11,5,1192.82,Online,North America,Mexico
C1485,Government_Customer_1485,Government,Bronze,2022-01-17,2024-01-22,2561.86,5,512.37,Online,Europe,Spain
C1486,Retail_Customer_1486,Retail,Bronze,2023-10-09,2024-09-16,3220.86,4,805.22,Retail Store,North America,Canada
C1487,SMB_Customer_1487,SMB,Bronze,2022-04-29,2024-03-23,782.5,4,195.62,Retail Store,Europe,France
C1488,Retail_Customer_1488,Retail,Bronze,2023-12-06,2023-12-06,325.41,1,325.41,Online,North America,Canada
C1489,Enterprise_Customer_1489,Enterprise,Bronze,2022-01-18,2024-10-01,4079.65,6,679.94,Online,Asia Pacific,Spain
C1490,Retail_Customer_1490,Retail,Bronze,2022-01-23,2023-11-04,3309.74,5,661.95,Corporate,Asia Pacific,Japan
C1491,Retail_Customer_1491,Retail,Bronze,2023-04-30,2024-12-28,4353.95,2,2176.98,Corporate,Asia Pacific,Australia
C1492,Enterprise_Customer_1492,Enterprise,Bronze,2023-03-29,2024-04-22,4025.01,3,1341.67,Online,North America,Canada
C1493,Enterprise_Customer_1493,Enterprise,Bronze,2022-11-30,2024-04-17,1120.33,3,373.44,Distributor,North America,Mexico
C1494,Retail_Customer_1494,Retail,Bronze,2022-07-26,2024-11-01,2182.04,5,436.41,Online,North America,Mexico
C1495,SMB_Customer_1495,SMB,Bronze,2022-04-30,2024-04-20,2920.53,5,584.11,Online,Europe,UK
C1496,Retail_Customer_1496,Retail,Bronze,2022-04-22,2023-03-18,3063.14,2,1531.57,Online,Europe,Mexico
C1497,Retail_Customer_1497,Retail,Bronze,2022-11-02,2024-04-02,1250.45,3,416.82,Online,Asia Pacific,Australia
C1498,Enterprise_Customer_1498,Enterprise,Bronze,2023-03-08,2024-10-26,573.28,3,191.09,Corporate,North America,Canada
C1499,Retail_Customer_1499,Retail,Bronze,2023-02-25,2024-12-25,1552.04,3,517.35,Retail Store,Asia Pacific,Italy
C1500,Retail_Customer_1500,Retail,Bronze,2023-08-26,2024-12-28,1947.46,4,486.86,Online,Europe,China
C1501,Retail_Customer_1501,Retail,Bronze,2022-02-10,2023-01-15,4100.35,3,1366.78,Distributor,Asia Pacific,Australia
C1502,SMB_Customer_1502,SMB,Bronze,2022-08-01,2024-06-14,2903.62,5,580.72,Retail Store,North America,Mexico
C1503,Government_Customer_1503,Government,Bronze,2022-07-27,2024-01-31,2396.14,3,798.71,Retail Store,Asia Pacific,China
C1504,Retail_Customer_1504,Retail,Bronze,2022-12-11,2024-10-29,1091.67,5,218.33,Online,Asia Pacific,Canada
C1505,Retail_Customer_1505,Retail,Bronze,2023-07-31,2023-07-31,2618.65,1,2618.65,Online,North America,Mexico
C1506,Retail_Customer_1506,Retail,Bronze,2024-10-23,2024-10-30,297.85,2,148.93,Distributor,Asia Pacific,Italy
C1507,Enterprise_Customer_1507,Enterprise,Bronze,2022-01-21,2023-09-27,1460.82,3,486.94,Retail Store,North America,Canada
C1508,Enterprise_Customer_1508,Enterprise,Bronze,2022-01-14,2024-06-30,1284.31,2,642.16,Corporate,Europe,France
C1509,Retail_Customer_1509,Retail,Bronze,2022-05-06,2024-07-09,4484.39,6,747.4,Online,Europe,China
C1510,Retail_Customer_1510,Retail,Bronze,2022-12-11,2024-12-07,1046.84,3,348.95,Online,North America,Canada
C1511,SMB_Customer_1511,SMB,Silver,2022-02-17,2024-07-21,10310.53,4,2577.63,Online,Asia Pacific,China
C1512,Enterprise_Customer_1512,Enterprise,Bronze,2022-04-03,2023-10-24,869.77,3,289.92,Corporate,Europe,Canada
C1513,Enterprise_Customer_1513,Enterprise,Bronze,2022-02-03,2024-05-25,788.62,4,197.16,Corporate,North America,Mexico
C1514,SMB_Customer_1514,SMB,Bronze,2022-02-19,2024-12-21,1753.55,4,438.39,Online,North America,Canada
C1515,Retail_Customer_1515,Retail,Bronze,2022-03-10,2024-08-16,182.85,2,91.43,Corporate,Asia Pacific,Mexico
C1516,Retail_Customer_1516,Retail,Bronze,2022-07-28,2024-07-09,1671.04,3,557.01,Online,North America,Mexico
C1517,Retail_Customer_1517,Retail,Bronze,2022-02-23,2023-01-30,276.65,2,138.32,Corporate,Asia Pacific,China
C1518,Retail_Customer_1518,Retail,Bronze,2022-12-26,2023-12-29,3044.0,2,1522.0,Corporate,North America,Canada
C1519,Enterprise_Customer_1519,Enterprise,Bronze,2023-09-24,2024-11-04,1931.6,2,965.8,Corporate,Asia Pacific,Japan
C1520,Enterprise_Customer_1520,Enterprise,Bronze,2022-06-14,2024-12-23,2856.6,8,357.08,Online,Asia Pacific,Canada
C1521,Retail_Customer_1521,Retail,Bronze,2022-01-09,2024-11-20,4775.7,8,596.96,Corporate,Europe,Canada
C1522,Retail_Customer_1522,Retail,Bronze,2022-02-15,2024-01-08,1894.66,5,378.93,Online,North America,Canada
C1523,Government_Customer_1523,Government,Bronze,2022-01-16,2024-05-29,2737.0,4,684.25,Online,Asia Pacific,Australia
C1524,Retail_Customer_1524,Retail,Bronze,2023-07-03,2024-06-07,570.23,2,285.12,Corporate,Asia Pacific,Japan
C1525,Retail_Customer_1525,Retail,Bronze,2022-04-20,2022-12-29,632.34,2,316.17,Corporate,Europe,France
C1526,Retail_Customer_1526,Retail,Bronze,2022-05-13,2024-06-22,1324.02,5,264.8,Online,Asia Pacific,Canada
C1527,Retail_Customer_1527,Retail,Bronze,2022-06-27,2023-09-19,285.56,3,95.19,Online,Europe,Canada
C1528,Retail_Customer_1528,Retail,Bronze,2022-05-12,2024-09-10,2898.47,5,579.69,Online,North America,Canada
C1529,Retail_Customer_1529,Retail,Silver,2022-06-16,2024-12-07,12501.73,8,1562.72,Retail Store,Europe,UK
C1530,Enterprise_Customer_1530,Enterprise,Bronze,2022-03-04,2023-07-17,2188.86,3,729.62,Corporate,Europe,Germany
C1531,Retail_Customer_1531,Retail,Silver,2022-06-10,2024-03-25,5320.58,3,1773.53,Corporate,North America,Mexico
C1532,Retail_Customer_1532,Retail,Bronze,2022-06-25,2024-08-13,1733.95,3,577.98,Online,North America,USA
C1533,Retail_Customer_1533,Retail,Bronze,2023-06-15,2024-03-07,617.18,3,205.73,Online,North America,Canada
C1534,Government_Customer_1534,Government,Bronze,2023-05-08,2024-03-11,2237.11,5,447.42,Online,North America,Mexico
C1535,Retail_Customer_1535,Retail,Silver,2022-05-21,2023-12-09,7928.73,5,1585.75,Retail Store,Asia Pacific,Australia
C1536,Enterprise_Customer_1536,Enterprise,Bronze,2022-01-23,2022-09-20,531.54,3,177.18,Distributor,North America,Canada
C1537,Retail_Customer_1537,Retail,Bronze,2022-04-27,2024-06-18,4803.68,5,960.74,Retail Store,Europe,Italy
C1538,SMB_Customer_1538,SMB,Bronze,2024-01-08,2024-10-02,3222.92,4,805.73,Corporate,North America,Mexico
C1539,Enterprise_Customer_1539,Enterprise,Bronze,2022-07-15,2024-07-09,414.95,2,207.48,Corporate,Europe,France
C1540,Retail_Customer_1540,Retail,Bronze,2023-03-21,2023-03-21,1525.74,1,1525.74,Online,Asia Pacific,China
C1541,Enterprise_Customer_1541,Enterprise,Bronze,2022-02-05,2023-02-03,949.26,3,316.42,Online,North America,Mexico
C1542,Enterprise_Customer_1542,Enterprise,Bronze,2022-06-01,2024-05-05,334.49,3,111.5,Online,Europe,Canada
C1543,Retail_Customer_1543,Retail,Bronze,2022-04-08,2023-07-30,3042.75,8,380.34,Online,North America,Canada
C1544,Retail_Customer_1544,Retail,Bronze,2022-01-29,2024-10-17,4426.83,6,737.8,Online,Asia Pacific,Canada
C1545,Retail_Customer_1545,Retail,Bronze,2023-02-25,2024-07-21,2137.77,4,534.44,Online,Asia Pacific,Mexico
C1546,Government_Customer_1546,Government,Silver,2022-05-16,2024-03-16,5783.16,3,1927.72,Corporate,Asia Pacific,China
C1547,Retail_Customer_1547,Retail,Silver,2022-01-14,2024-05-25,5120.49,5,1024.1,Online,Asia Pacific,China
C1548,Retail_Customer_1548,Retail,Bronze,2022-06-01,2023-10-15,3366.81,4,841.7,Online,Europe,France
C1549,Enterprise_Customer_1549,Enterprise,Bronze,2023-11-05,2024-07-24,1760.86,5,352.17,Online,Europe,Canada
C1550,Retail_Customer_1550,Retail,Silver,2022-01-22,2024-12-11,7100.78,4,1775.2,Corporate,North America,Canada
C1551,Retail_Customer_1551,Retail,Silver,2022-03-28,2023-07-03,5793.58,3,1931.19,Corporate,Asia Pacific,Australia
C1552,Retail_Customer_1552,Retail,Bronze,2022-04-02,2024-08-14,4736.24,4,1184.06,Online,Asia Pacific,Australia
C1553,Enterprise_Customer_1553,Enterprise,Bronze,2022-12-29,2024-09-14,1320.99,3,440.33,Online,Asia Pacific,Australia
C1554,Enterprise_Customer_1554,Enterprise,Bronze,2022-12-26,2024-03-05,381.76,2,190.88,Retail Store,Europe,Canada
C1555,Enterprise_Customer_1555,Enterprise,Bronze,2022-07-17,2024-03-19,2363.38,5,472.68,Online,Asia Pacific,Singapore
C1556,Retail_Customer_1556,Retail,Silver,2022-06-24,2022-10-04,5528.45,4,1382.11,Online,North America,USA
C1557,Enterprise_Customer_1557,Enterprise,Bronze,2022-03-10,2024-11-22,1828.39,4,457.1,Corporate,North America,Mexico
C1558,Enterprise_Customer_1558,Enterprise,Bronze,2022-02-14,2024-11-12,1411.87,5,282.37,Online,Europe,Italy
C1559,Enterprise_Customer_1559,Enterprise,Bronze,2022-06-03,2023-12-07,2931.17,4,732.79,Online,Asia Pacific,Australia
C1560,Enterprise_Customer_1560,Enterprise,Bronze,2022-09-29,2024-05-05,4042.56,2,2021.28,Online,Europe,France
C1561,Retail_Customer_1561,Retail,Bronze,2022-04-15,2024-06-21,1477.57,4,369.39,Online,North America,Mexico
C1562,Enterprise_Customer_1562,Enterprise,Bronze,2022-08-15,2024-09-05,2898.48,5,579.7,Online,North America,Canada
C1563,SMB_Customer_1563,SMB,Silver,2022-01-16,2024-06-19,5489.59,6,914.93,Distributor,North America,Mexico
C1564,Retail_Customer_1564,Retail,Bronze,2024-04-02,2024-04-02,245.07,1,245.07,Online,Europe,Germany
C1565,SMB_Customer_1565,SMB,Bronze,2022-03-25,2024-05-06,3414.72,5,682.94,Corporate,Europe,Australia
C1566,SMB_Customer_1566,SMB,Bronze,2024-09-02,2024-09-02,2090.13,1,2090.13,Online,Asia Pacific,Japan
C1567,Enterprise_Customer_1567,Enterprise,Silver,2022-08-04,2024-11-05,5981.79,6,996.96,Online,Europe,Spain
C1568,Enterprise_Customer_1568,Enterprise,Bronze,2022-03-01,2022-03-01,77.44,1,77.44,Online,North America,Canada
C1569,SMB_Customer_1569,SMB,Silver,2022-10-10,2024-12-16,5490.19,6,915.03,Online,North America,Mexico
C1570,SMB_Customer_1570,SMB,Bronze,2022-08-26,2022-11-15,196.7,2,98.35,Online,Asia Pacific,Germany
C1571,SMB_Customer_1571,SMB,Bronze,2023-08-31,2024-08-05,3418.1,3,1139.37,Retail Store,Asia Pacific,Canada
C1572,Retail_Customer_1572,Retail,Silver,2022-03-12,2023-03-20,5001.67,3,1667.22,Online,Asia Pacific,Australia
C1573,Enterprise_Customer_1573,Enterprise,Bronze,2022-04-18,2023-02-18,471.65,3,157.22,Corporate,Europe,Australia
C1574,Retail_Customer_1574,Retail,Silver,2024-03-14,2024-08-22,5987.25,2,2993.62,Online,North America,Mexico
C1575,Retail_Customer_1575,Retail,Silver,2022-09-26,2024-03-31,7597.26,7,1085.32,Corporate,Europe,Canada
C1576,Government_Customer_1576,Government,Bronze,2022-07-28,2024-03-17,2542.58,3,847.53,Corporate,Asia Pacific,Germany
C1577,Retail_Customer_1577,Retail,Bronze,2022-01-31,2023-07-08,1667.39,4,416.85,Online,North America,Canada
C1578,Retail_Customer_1578,Retail,Bronze,2022-01-20,2024-12-18,4388.35,4,1097.09,Online,North America,Australia
C1579,Enterprise_Customer_1579,Enterprise,Bronze,2022-05-29,2023-09-04,3516.25,2,1758.12,Corporate,Europe,UK
C1580,SMB_Customer_1580,SMB,Bronze,2023-05-05,2024-12-21,1142.89,5,228.58,Online,North America,Mexico
C1581,Retail_Customer_1581,Retail,Bronze,2022-09-13,2023-09-12,959.13,2,479.57,Corporate,Europe,Canada
C1582,Retail_Customer_1582,Retail,Bronze,2023-07-16,2024-12-29,229.42,2,114.71,Distributor,North America,Mexico
C1583,Retail_Customer_1583,Retail,Bronze,2022-01-21,2024-05-05,4527.4,5,905.48,Online,Asia Pacific,Australia
C1584,Retail_Customer_1584,Retail,Bronze,2022-12-01,2023-07-06,755.46,2,377.73,Online,Asia Pacific,China
C1585,Retail_Customer_1585,Retail,Bronze,2023-05-22,2023-12-24,933.16,2,466.58,Online,North America,Canada
C1586,Enterprise_Customer_1586,Enterprise,Bronze,2022-05-21,2024-08-05,912.24,4,228.06,Online,North America,Canada
C1587,Retail_Customer_1587,Retail,Silver,2022-04-06,2023-11-21,5627.12,4,1406.78,Online,Asia Pacific,Australia
C1588,SMB_Customer_1588,SMB,Silver,2022-06-14,2024-04-04,5796.95,3,1932.32,Online,North America,Italy
C1589,Retail_Customer_1589,Retail,Silver,2022-08-17,2024-12-31,6899.61,7,985.66,Online,North America,Germany
C1590,Enterprise_Customer_1590,Enterprise,Bronze,2023-05-07,2023-05-07,1001.43,1,1001.43,Distributor,Asia Pacific,Australia
C1591,Retail_Customer_1591,Retail,Bronze,2024-03-23,2024-04-10,4104.41,2,2052.2,Retail Store,North America,Mexico
C1592,Enterprise_Customer_1592,Enterprise,Bronze,2023-05-24,2024-12-17,384.15,3,128.05,Corporate,North America,USA
C1593,SMB_Customer_1593,SMB,Silver,2022-05-06,2024-02-23,5105.56,8,638.19,Online,Europe,Italy
C1594,Retail_Customer_1594,Retail,Silver,2022-11-11,2024-11-21,7228.1,5,1445.62,Online,Asia Pacific,Canada
C1595,Retail_Customer_1595,Retail,Bronze,2022-11-11,2024-11-13,1946.46,3,648.82,Online,North America,Canada
C1596,Enterprise_Customer_1596,Enterprise,Bronze,2022-06-01,2024-10-21,2867.52,5,573.5,Online,Europe,Canada
C1597,SMB_Customer_1597,SMB,Bronze,2023-05-23,2024-11-20,1800.87,4,450.22,Online,Europe,Germany
C1598,SMB_Customer_1598,SMB,Bronze,2022-01-12,2023-11-18,1008.66,4,252.17,Online,Europe,Canada
C1599,Enterprise_Customer_1599,Enterprise,Bronze,2023-07-30,2023-07-30,254.16,1,254.16,Retail Store,Europe,France
C1600,Enterprise_Customer_1600,Enterprise,Bronze,2022-02-03,2024-10-25,583.26,2,291.63,Online,Europe,Germany
C1601,SMB_Customer_1601,SMB,Bronze,2022-07-24,2023-11-20,1504.07,3,501.36,Online,North America,USA
C1602,Retail_Customer_1602,Retail,Bronze,2022-04-08,2022-04-08,170.56,1,170.56,Online,North America,USA
C1603,Enterprise_Customer_1603,Enterprise,Bronze,2022-05-08,2024-01-09,2220.18,3,740.06,Retail Store,Asia Pacific,China
C1604,Retail_Customer_1604,Retail,Bronze,2022-04-02,2022-09-04,1358.39,3,452.8,Corporate,Europe,France
C1605,Enterprise_Customer_1605,Enterprise,Bronze,2023-12-13,2024-08-27,571.55,3,190.52,Online,Europe,China
C1606,Retail_Customer_1606,Retail,Bronze,2022-03-31,2024-12-08,2568.59,8,321.07,Online,North America,Mexico
C1607,Retail_Customer_1607,Retail,Bronze,2022-01-08,2024-02-11,363.6,3,121.2,Corporate,Europe,France
C1608,Enterprise_Customer_1608,Enterprise,Bronze,2023-09-14,2024-08-03,903.43,4,225.86,Online,North America,Canada
C1609,Government_Customer_1609,Government,Bronze,2022-01-07,2023-09-03,2341.21,4,585.3,Online,North America,Mexico
C1610,SMB_Customer_1610,SMB,Bronze,2022-11-29,2024-01-17,3193.7,4,798.42,Corporate,North America,USA
C1611,SMB_Customer_1611,SMB,Bronze,2022-02-24,2023-04-20,2732.18,4,683.04,Online,Europe,Australia
C1612,Retail_Customer_1612,Retail,Bronze,2022-11-21,2022-12-27,1257.93,2,628.96,Online,North America,Canada
C1613,SMB_Customer_1613,SMB,Bronze,2022-03-13,2024-05-06,3199.97,5,639.99,Corporate,Asia Pacific,China
C1614,SMB_Customer_1614,SMB,Bronze,2022-07-07,2023-11-13,4117.45,3,1372.48,Corporate,North America,Mexico
C1615,Retail_Customer_1615,Retail,Bronze,2022-09-10,2023-01-29,956.27,2,478.14,Corporate,Europe,Italy
C1616,SMB_Customer_1616,SMB,Bronze,2023-04-10,2023-04-10,243.42,1,243.42,Corporate,North America,USA
C1617,SMB_Customer_1617,SMB,Bronze,2022-01-08,2024-12-22,2163.14,7,309.02,Online,Europe,Spain
C1618,Enterprise_Customer_1618,Enterprise,Bronze,2022-08-01,2022-08-01,66.7,1,66.7,Retail Store,North America,Canada
C1619,Retail_Customer_1619,Retail,Silver,2022-03-18,2024-05-25,5555.92,8,694.49,Online,Europe,USA
C1620,Retail_Customer_1620,Retail,Bronze,2022-08-09,2024-04-27,784.98,2,392.49,Distributor,Europe,France
C1621,Retail_Customer_1621,Retail,Bronze,2022-01-06,2022-07-22,774.93,2,387.46,Distributor,North America,USA
C1622,SMB_Customer_1622,SMB,Bronze,2022-06-01,2024-06-13,1916.21,4,479.05,Distributor,North America,USA
C1623,SMB_Customer_1623,SMB,Bronze,2022-02-15,2024-10-01,3233.56,7,461.94,Online,Europe,USA
C1624,Retail_Customer_1624,Retail,Bronze,2022-06-04,2024-11-18,2243.34,6,373.89,Online,North America,USA
C1625,Government_Customer_1625,Government,Bronze,2024-02-03,2024-07-19,1639.81,3,546.6,Online,Europe,France
C1626,Enterprise_Customer_1626,Enterprise,Bronze,2022-04-20,2023-03-10,1906.23,2,953.12,Corporate,Europe,Spain
C1627,Retail_Customer_1627,Retail,Bronze,2022-08-02,2024-09-11,3847.12,5,769.42,Online,North America,Singapore
C1628,Government_Customer_1628,Government,Bronze,2022-01-11,2024-07-06,2611.37,8,326.42,Online,North America,Canada
C1629,SMB_Customer_1629,SMB,Silver,2023-02-13,2024-10-02,5074.97,7,725.0,Online,Europe,UK
C1630,SMB_Customer_1630,SMB,Bronze,2022-02-18,2024-11-06,4190.59,6,698.43,Distributor,North America,Canada
C1631,SMB_Customer_1631,SMB,Bronze,2022-09-05,2024-06-21,4248.13,5,849.63,Online,Europe,USA
C1632,Enterprise_Customer_1632,Enterprise,Bronze,2023-10-21,2024-03-04,514.62,3,171.54,Distributor,North America,Canada
C1633,SMB_Customer_1633,SMB,Bronze,2022-01-06,2024-09-14,921.26,4,230.32,Online,Asia Pacific,Australia
C1634,Retail_Customer_1634,Retail,Bronze,2023-08-06,2024-06-24,723.69,4,180.92,Corporate,North America,Canada
C1635,Enterprise_Customer_1635,Enterprise,Bronze,2022-04-27,2023-12-13,4491.42,2,2245.71,Online,Europe,France
C1636,Enterprise_Customer_1636,Enterprise,Bronze,2022-09-06,2024-08-04,918.93,5,183.79,Corporate,North America,Mexico
C1637,Enterprise_Customer_1637,Enterprise,Bronze,2022-01-20,2022-08-23,770.62,3,256.87,Retail Store,North America,Canada
C1638,Retail_Customer_1638,Retail,Bronze,2022-12-23,2024-02-18,462.92,3,154.31,Corporate,North America,Canada
C1639,SMB_Customer_1639,SMB,Bronze,2023-03-15,2024-08-21,2230.92,5,446.18,Distributor,Europe,France
C1640,Retail_Customer_1640,Retail,Bronze,2022-04-30,2024-12-28,2781.26,5,556.25,Online,Europe,UK
C1641,SMB_Customer_1641,SMB,Bronze,2022-01-30,2024-11-26,622.59,3,207.53,Corporate,North America,Canada
C1642,Retail_Customer_1642,Retail,Silver,2024-06-14,2024-08-30,5169.17,3,1723.06,Corporate,Asia Pacific,Australia
C1643,SMB_Customer_1643,SMB,Bronze,2022-09-13,2024-10-26,1192.48,2,596.24,Online,Europe,Italy
C1644,Retail_Customer_1644,Retail,Bronze,2022-08-21,2024-07-15,3994.97,4,998.74,Online,Asia Pacific,China
C1645,Retail_Customer_1645,Retail,Bronze,2022-04-21,2023-05-30,1233.39,5,246.68,Online,Europe,France
C1646,SMB_Customer_1646,SMB,Bronze,2022-01-07,2024-07-20,1641.56,3,547.19,Online,Europe,Canada
C1647,Retail_Customer_1647,Retail,Silver,2022-01-12,2023-07-01,5185.88,4,1296.47,Online,Europe,Canada
C1648,SMB_Customer_1648,SMB,Bronze,2022-09-06,2024-06-04,629.41,3,209.8,Online,North America,Canada
C1649,Retail_Customer_1649,Retail,Bronze,2024-03-13,2024-10-15,419.43,2,209.72,Online,Asia Pacific,Singapore
C1650,Retail_Customer_1650,Retail,Silver,2022-03-06,2024-01-12,12274.57,4,3068.64,Retail Store,Europe,Italy
C1651,Retail_Customer_1651,Retail,Bronze,2022-03-22,2024-05-14,2383.63,5,476.73,Corporate,Europe,Spain
C1652,Retail_Customer_1652,Retail,Bronze,2022-07-14,2024-06-15,883.32,3,294.44,Corporate,North America,Canada
C1653,Enterprise_Customer_1653,Enterprise,Bronze,2023-12-04,2024-11-09,4923.76,2,2461.88,Distributor,Asia Pacific,China
C1654,SMB_Customer_1654,SMB,Bronze,2022-02-17,2024-05-18,587.77,3,195.92,Online,Asia Pacific,Canada
C1655,SMB_Customer_1655,SMB,Bronze,2023-01-12,2023-12-23,888.96,3,296.32,Distributor,Europe,Germany
C1656,Retail_Customer_1656,Retail,Bronze,2022-03-16,2023-10-01,1585.84,4,396.46,Online,North America,USA
C1657,Retail_Customer_1657,Retail,Bronze,2023-08-25,2023-08-25,563.34,1,563.34,Corporate,Europe,Spain
C1658,Retail_Customer_1658,Retail,Bronze,2022-07-13,2024-11-22,1665.15,7,237.88,Online,North America,USA
C1659,Retail_Customer_1659,Retail,Bronze,2023-03-12,2024-12-26,695.05,3,231.68,Online,Europe,Italy
C1660,Government_Customer_1660,Government,Bronze,2022-10-19,2024-07-16,1483.13,3,494.38,Online,Asia Pacific,Canada
C1661,Retail_Customer_1661,Retail,Bronze,2023-01-25,2024-11-09,1659.81,5,331.96,Retail Store,Europe,France
C1662,Enterprise_Customer_1662,Enterprise,Bronze,2023-12-19,2024-03-20,891.65,3,297.22,Retail Store,Asia Pacific,Canada
C1663,Retail_Customer_1663,Retail,Silver,2022-01-11,2024-09-25,11395.6,6,1899.27,Retail Store,Asia Pacific,Japan
C1664,SMB_Customer_1664,SMB,Bronze,2023-07-07,2024-03-23,2020.85,4,505.21,Online,North America,Australia
C1665,Retail_Customer_1665,Retail,Bronze,2023-04-08,2024-09-08,1376.32,4,344.08,Online,North America,Canada
C1666,Retail_Customer_1666,Retail,Bronze,2024-10-09,2024-10-09,400.97,1,400.97,Online,North America,USA
C1667,Retail_Customer_1667,Retail,Silver,2023-02-18,2024-11-17,7200.73,3,2400.24,Retail Store,Asia Pacific,Canada
C1668,Retail_Customer_1668,Retail,Bronze,2022-06-09,2022-11-05,385.28,3,128.43,Retail Store,North America,Italy
C1669,Retail_Customer_1669,Retail,Bronze,2022-08-09,2024-06-22,2066.28,2,1033.14,Corporate,Asia Pacific,Australia
C1670,Retail_Customer_1670,Retail,Bronze,2022-01-22,2024-10-07,1392.11,3,464.04,Retail Store,Europe,Mexico
